date 	price
17/02/2014 	1.137787
18/02/2014 	1.137084
19/02/2014 	1.139036
20/02/2014 	1.138374
21/02/2014 	1.136341
22/02/2014 	1.135806
23/02/2014 	1.137915
24/02/2014 	1.137915
25/02/2014 	1.142431
26/02/2014 	1.140258
27/02/2014 	1.134199
28/02/2014 	1.132406
01/03/2014 	1.132396
02/03/2014 	1.131930
03/03/2014 	1.131930
04/03/2014 	1.135012
05/03/2014 	1.134515
06/03/2014 	1.140625
07/03/2014 	1.148761
08/03/2014 	1.150712
09/03/2014 	1.150501
10/03/2014 	1.150397
11/03/2014 	1.144414
12/03/2014 	1.140932
13/03/2014 	1.137959
14/03/2014 	1.145791
15/03/2014 	1.142731
16/03/2014 	1.142504
17/03/2014 	1.142504
18/03/2014 	1.149857
19/03/2014 	1.153908
20/03/2014 	1.154922
21/03/2014 	1.155200
22/03/2014 	1.158624
23/03/2014 	1.157182
24/03/2014 	1.157182
25/03/2014 	1.159430
26/03/2014 	1.161202
27/03/2014 	1.169414
28/03/2014 	1.170105
29/03/2014 	1.163529
30/03/2014 	1.163762
31/03/2014 	1.163762
01/04/2014 	1.166211
02/04/2014 	1.164242
03/04/2014 	1.166453
04/04/2014 	1.165131
05/04/2014 	1.169253
06/04/2014 	1.168491
07/04/2014 	1.169794
08/04/2014 	1.166745
09/04/2014 	1.172487
10/04/2014 	1.166565
11/04/2014 	1.175965
12/04/2014 	1.172688
13/04/2014 	1.172817
14/04/2014 	1.172872
15/04/2014 	1.179173
16/04/2014 	1.171556
17/04/2014 	1.172717
18/04/2014 	1.168280
19/04/2014 	1.169154
20/04/2014 	1.168380
21/04/2014 	1.168543
22/04/2014 	1.169421
23/04/2014 	1.176675
24/04/2014 	1.166257
25/04/2014 	1.164754
26/04/2014 	1.164625
27/04/2014 	1.164737
28/04/2014 	1.164737
29/04/2014 	1.162425
30/04/2014 	1.163893
01/05/2014 	1.164380
02/05/2014 	1.161577
03/05/2014 	1.161267
04/05/2014 	1.350466
05/05/2014 	1.162419
06/05/2014 	1.159702
07/05/2014 	1.167793
08/05/2014 	1.166475
09/05/2014 	1.169862
10/05/2014 	1.168168
11/05/2014 	1.169329
12/05/2014 	1.169329
13/05/2014 	1.170979
14/05/2014 	1.171013
15/05/2014 	1.172799
16/05/2014 	1.170483
17/05/2014 	1.171518
18/05/2014 	1.171208
19/05/2014 	1.171208
20/05/2014 	1.166528
21/05/2014 	1.158130
22/05/2014 	1.154813
23/05/2014 	1.154471
24/05/2014 	1.156829
25/05/2014 	1.157113
26/05/2014 	1.157059
27/05/2014 	1.158084
28/05/2014 	1.160860
29/05/2014 	1.158528
30/05/2014 	1.165673
31/05/2014 	1.167147
01/06/2014 	1.167298
02/06/2014 	1.167298
03/06/2014 	1.161776
04/06/2014 	1.162425
05/06/2014 	1.165880
06/06/2014 	1.169915
07/06/2014 	1.168336
08/06/2014 	1.168224
09/06/2014 	1.168224
10/06/2014 	1.168959
11/06/2014 	1.170348
12/06/2014 	1.173474
13/06/2014 	1.176144
14/06/2014 	1.174928
15/06/2014 	1.176338
16/06/2014 	1.176338
17/06/2014 	1.174948
18/06/2014 	1.170722
19/06/2014 	1.169446
20/06/2014 	1.174487
21/06/2014 	1.173344
